;ELECTRICITY;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
2017-01-02 11:00:00+00:00;0.0000648;0;0.000200692;0.000196;0.000114155;0.407678033;0.224814058;0.024;0.623305211;0.362980853;0.0001;0.039;0.0001
2017-01-02 12:00:00+00:00;0.0000638;0;0.000201965;0.000195;0.000114155;0.444519502;0.201068469;0.018;0.586286948;0.367044072;0.0001;0.05;0.0001
2017-01-02 13:00:00+00:00;0.0000666;0;0.000203238;0.000185;0.000114155;0.462930942;0.164856585;0.01;0.612845367;0.571517079;0.0001;0.052;0.0001
2017-01-02 14:00:00+00:00;0.0000691;0;0.000204511;1.99E-04;0.000114155;0.37208222;0.110383591;0.004;0.619654133;0.561435218;0.0001;0.038;0.0001
2017-01-02 15:00:00+00:00;0.0000693;0;0.000205784;2.16E-04;0.000114155;0.206564882;0.076461113;0.002;0.61345153;0.566302618;0.0001;0.02;0.0001
2017-01-02 16:00:00+00:00;0.0000689;0;0.000206632;2.24E-04;0.000114155;0.178738605;0.058638488;0.001;0.610815424;0.551217919;0.0001;0.009;0.0001
2017-01-02 17:00:00+00:00;0.0000662;0;0.000207905;1.98E-04;0.000114155;0.119948823;0.049783408;0.004;0.551481888;0.781797093;0.0001;0.002;0.0001
2017-01-02 18:00:00+00:00;0.0000638;0;0.000208754;1.37E-04;0.000114155;0.059559319;0.035963915;0.021;0.692238685;0.86619353;0.0001;0;0.0001
2017-01-02 19:00:00+00:00;0.0000799;0;0.000209602;9.07E-05;0.000114155;0.003169027;0.034191156;0.093;0.801714627;0.872000551;0.0001;0;0.0001
2017-01-02 20:00:00+00:00;0.000082;0;0.000210451;6.33E-05;0.000114155;0;0.020255335;0.193;0.765302529;0.861292282;0.0001;0;0.0001
2017-01-02 21:00:00+00:00;8.00E-05;0;0.000210875;4.11E-05;0.000114155;0;0.014305732;0.236;0.699921453;0.863611698;0.0001;0;0.0001
2017-01-02 22:00:00+00:00;7.42E-05;0;0.0002113;2.46E-05;0.000114155;0;0.011616208;0.169;0.629620587;0.584290815;0.0001;0;0.0001
2017-01-02 23:00:00+00:00;7.03E-05;0;0.000211724;8.08E-06;0.000114155;0;0.01643756;0.135;0.663650324;0.231264853;0.0001;0;0.0001
2017-01-03 00:00:00+00:00;6.48E-05;0;0.000212148;6.77E-06;0.000114155;0;0.027039862;0.133;0.676196498;0.232280658;0.0001;0;0.0001
2017-01-03 01:00:00+00:00;6.07E-05;0;0.000212148;0.00000375;0.000114155;0;0.023027716;0.123;0.665891719;0.251580946;0.0001;0;0.0001
2017-01-03 02:00:00+00:00;5.77E-05;0;0.000212148;0.00000238;0.000114155;0;0.018525568;0.111;0.633046117;0.250903743;0.0001;0;0.0001
2017-01-03 03:00:00+00:00;5.56E-05;0;0.000212148;0.0000083;0.000114155;0;0.014819733;0.093;0.612535236;0.25259675;0.0001;0;0.0001
2017-01-03 04:00:00+00:00;5.41E-05;0;0.000211724;0.0000249;0.000114155;0;0.008858545;0.071;0.619047969;0.252935353;0.0001;0;0.0001
2017-01-03 05:00:00+00:00;4.91E-05;0;0.0002113;0.0000693;0.000114155;0;0.003430764;0.058;0.677620277;0.25259675;0.0001;0;0.0001
2017-01-03 06:00:00+00:00;0.0000443;0;0.000210875;0.000143;0.000114155;9.24591E-05;0.007662362;0.014;0.667484661;0.249210734;0.0001;0.003;0.0001
2017-01-03 07:00:00+00:00;0.0000475;0;0.000210027;0.00019;0.000114155;0.031442523;0.003839931;0.008;0.700090616;0.253273953;0.0001;0.03;0.0001
2017-01-03 08:00:00+00:00;0.000052;0;0.000209178;0.000168;0.000114155;0.118870836;0.001209034;0.039;0.707702901;0.257337172;0.0001;0.075;0.0001
2017-01-03 09:00:00+00:00;0.000055;0;0.000207905;0.000165;0.000114155;0.210964989;0.001586583;0.109;0.706222735;0.252935353;0.0001;0.149;0.0001
2017-01-03 10:00:00+00:00;0.0000589;0;0.000206632;0.000179;0.000114155;0.303015341;0.00405282;0.156;0.707350481;0.259030179;0.0001;0.205;0.0001
2017-01-03 11:00:00+00:00;0.0000621;0;0.000205359;0.000196;0.000114155;0.347098392;0.007131243;0.182;0.645634581;0.299323763;0.0001;0.265;0.0001
2017-01-03 12:00:00+00:00;0.0000628;0;0.000203662;0.000195;0.000114155;0.404769125;0.011452658;0.233;0.65331735;0.341310354;0.0001;0.335;0.0001
2017-01-03 13:00:00+00:00;0.0000647;0;0.000201965;0.000185;0.000114155;0.398490607;0.01676301;0.305;0.711382173;0.336569933;0.0001;0.385;0.0001
2017-01-03 14:00:00+00:00;0.0000678;0;0.000200268;1.99E-04;0.000114155;0.399439907;0.019425145;0.382;0.724266671;0.340633152;0.0001;0.351;0.0001
2017-01-03 15:00:00+00:00;0.0000686;0;0.000198146;2.16E-04;0.000114155;0.330863669;0.02168855;0.42;0.666342817;0.582056051;0.0001;0.118;0.0001
2017-01-03 16:00:00+00:00;0.000067;0;0.000196449;2.24E-04;0.000114155;0.27530627;0.01831371;0.427;0.724182089;0.573929614;0.0001;0.019;0.0001
2017-01-03 17:00:00+00:00;0.0000648;0;0.000193903;1.98E-04;0.000114155;0.205905883;0.017400168;0.371;0.687079246;0.771672914;0.0001;0.003;0.0001
2017-01-03 18:00:00+00:00;0.0000638;0;0.000191782;1.37E-04;0.000114155;0.088049302;0.037308074;0.375;0.776904214;0.895262477;0.0001;0;0.0001
2017-01-03 19:00:00+00:00;0.0000817;0;0.00018966;9.07E-05;0.000114155;0.006466463;0.059778353;0.455;0.883518501;0.894246672;0.0001;0;0.0001
2017-01-03 20:00:00+00:00;0.0000842;0;0.000187115;6.33E-05;0.000114155;0;0.079617261;0.507;0.794341988;0.843795042;0.0001;0;0.0001
2017-01-03 21:00:00+00:00;0.0000832;0;0.000184569;4.11E-05;0.000114155;0;0.113127593;0.566;0.692182298;0.839393222;0.0001;0;0.0001
2017-01-03 22:00:00+00:00;8.02E-05;0;0.000182023;2.46E-05;0.000114155;0;0.17474629;0.499;0.710339007;0.369414282;0.0001;0;0.0001
2017-01-03 23:00:00+00:00;7.37E-05;0;0.000179477;8.08E-06;0.000114155;0;0.212056826;0.495;0.688799059;0.257337172;0.0001;0;0.0001
2017-01-04 00:00:00+00:00;6.83E-05;0;0.000176932;6.77E-06;0.000114155;0;0.207114718;0.436;0.703262401;0.238036884;0.0001;0;0.0001
2017-01-04 01:00:00+00:00;6.37E-05;0;0.000174386;0.00000375;0.000114155;0;0.188529066;0.365;0.700894135;0.23498947;0.0001;0;0.0001
2017-01-04 02:00:00+00:00;6.08E-05;0;0.000171416;0.00000238;0.000114155;0;0.173148706;0.347;0.689475707;0.24616332;0.0001;0;0.0001
2017-01-04 03:00:00+00:00;5.85E-05;0;0.00016887;0.0000083;0.000114155;0;0.151517386;0.332;0.679114541;0.252258149;0.0001;0;0.0001
2017-01-04 04:00:00+00:00;5.69E-05;0;0.0001659;0.0000249;0.000114155;0;0.126468974;0.305;0.692957622;0.250903743;0.0001;0;0.0001
2017-01-04 05:00:00+00:00;5.34E-05;0;0.000163354;0.0000693;0.000114155;0;0.110904971;0.273;0.708393646;0.220429604;0.0001;0;0.0001
2017-01-04 06:00:00+00:00;0.0000484;0;0.000160384;0.000143;0.000114155;6.49588E-05;0.093464307;0.271;0.708083516;0.222461212;0.0001;0.003;0.0001
2017-01-04 07:00:00+00:00;0.0000507;0;0.000157838;0.00019;0.000114155;0.058170235;0.055261556;0.477;0.708985712;0.25056514;0.0001;0.056;0.0001
2017-01-04 08:00:00+00:00;0.0000591;0;0.000154868;0.000168;0.000114155;0.218326302;0.045133168;0.548;0.707350481;0.46557712;0.0001;0.187;0.0001
2017-01-04 09:00:00+00:00;0.0000645;0;0.000152322;0.000165;0.000114155;0.372490727;0.078133478;0.456;0.690998164;0.497405665;0.0001;0.298;0.0001
2017-01-04 10:00:00+00:00;0.0000661;0;0.000149777;0.000179;0.000114155;0.477706678;0.099819978;0.358;0.69536818;0.509256719;0.0001;0.364;0.0001
2017-01-04 11:00:00+00:00;0.0000665;0;0.000146806;0.000196;0.000114155;0.576473217;0.134965351;0.292;0.70011881;0.512981335;0.0001;0.355;0.0001
2017-01-04 12:00:00+00:00;0.000062;0;0.000144261;0.000195;0.000114155;0.576573939;0.172387288;0.237;0.672418548;0.523477983;0.0001;0.326;0.0001
2017-01-04 13:00:00+00:00;0.0000611;0;0.000141715;0.000185;0.000114155;0.577419459;0.206469672;0.227;0.708337258;0.497067064;0.0001;0.264;0.0001
2017-01-04 14:00:00+00:00;0.0000617;0;0.000138745;1.99E-04;0.000114155;0.551900483;0.237373402;0.247;0.712552209;0.495374056;0.0001;0.109;0.0001
2017-01-04 15:00:00+00:00;0.0000598;0;0.000136199;2.16E-04;0.000114155;0.521220324;0.254653361;0.274;0.729003205;0.499775875;0.0001;0.056;0.0001
2017-01-04 16:00:00+00:00;0.0000588;0;0.000133653;2.24E-04;0.000114155;0.414638485;0.280014118;0.269;0.691562037;0.498760071;0.0001;0.044;0.0001
2017-01-04 17:00:00+00:00;0.0000568;0;0.000131108;1.98E-04;0.000114155;0.25961439;0.288888702;0.212;0.715413864;0.741537377;0.0001;0.009;0.0001
2017-01-04 18:00:00+00:00;0.0000559;0;0.000128562;1.37E-04;0.000114155;0.104325904;0.348448444;0.267;0.785320019;0.877316595;0.0001;0;0.0001
2017-01-04 19:00:00+00:00;0.0000723;0;0.000126016;9.07E-05;0.000114155;0.003644093;0.458858477;0.324;0.897840876;0.880364008;0.0001;0;0.0001
2017-01-04 20:00:00+00:00;0.0000737;0;0.00012347;6.33E-05;0.000114155;0;0.503393524;0.373;0.826454555;0.878671;0.0001;0;0.0001
2017-01-04 21:00:00+00:00;0.0000704;0;0.000120924;4.11E-05;0.000114155;0;0.531628931;0.277;0.737559976;0.878332399;0.0001;0;0.0001
2017-01-04 22:00:00+00:00;6.30E-05;0;0.000118379;2.46E-05;0.000114155;0;0.494312998;0.198;0.716428836;0.602710745;0.0001;0;0.0001
2017-01-04 23:00:00+00:00;5.75E-05;0;0.000115833;8.08E-06;0.000114155;0;0.504233293;0.203;0.712524016;0.448647043;0.0001;0;0.0001
2017-01-05 00:00:00+00:00;5.36E-05;0;0.000113711;6.77E-06;0.000114155;0;0.538921694;0.247;0.545222898;0.22618583;0.0001;0;0.0001
2017-01-05 01:00:00+00:00;5.09E-05;0;0.000111166;0.00000375;0.000114155;0;0.554580556;0.276;0.514083011;0.224831423;0.0001;0;0.0001
2017-01-05 02:00:00+00:00;5.01E-05;0;0.00010862;0.00000238;0.000114155;0;0.543785764;0.262;0.517311184;0.225847229;0.0001;0;0.0001
2017-01-05 03:00:00+00:00;4.90E-05;0;0.000106074;0.0000083;0.000114155;0;0.546859785;0.223;0.482449736;0.219413799;0.0001;0;0.0001
2017-01-05 04:00:00+00:00;4.88E-05;0;0.000103953;0.0000249;0.000114155;0;0.564764346;0.183;0.482943126;0.217382191;0.0001;0;0.0001
2017-01-05 05:00:00+00:00;4.51E-05;0;0.000101407;0.0000693;0.000114155;0;0.597707876;0.16;0.510854838;0.220429604;0.0001;0;0.0001
2017-01-05 06:00:00+00:00;0.0000408;0;9.93E-05;0.000143;0.000114155;3.26226E-05;0.689498954;0.147;0.418534731;0.22178401;0.0001;0.011;0.0001
2017-01-05 07:00:00+00:00;0.0000435;0;9.67E-05;0.00019;0.000114155;0.047944853;0.849176258;0.319;0.455820834;0.251580946;0.0001;0.086;0.0001
2017-01-05 08:00:00+00:00;0.0000491;0;9.46E-05;0.000168;0.000114155;0.201754889;0.928813854;0.571;0.520384292;0.249549336;0.0001;0.188;0.0001
2017-01-05 09:00:00+00:00;0.0000513;0;9.21E-05;0.000165;0.000114155;0.353311317;0.912355792;0.684;0.537046739;0.253612554;0.0001;0.232;0.0001
2017-01-05 10:00:00+00:00;0.0000525;0;9.00E-05;0.000179;0.000114155;0.460229429;0.905792479;0.663;0.548380586;0.249549336;0.0001;0.268;0.0001
2017-01-05 11:00:00+00:00;0.0000512;0;8.78E-05;0.000196;0.000114155;0.545252295;0.92046062;0.574;0.560517952;0.253951157;0.0001;0.275;0.0001
2017-01-05 12:00:00+00:00;0.0000479;0;8.57E-05;0.000195;0.000114155;0.613472435;0.94223845;0.444;0.540289009;0.249210734;0.0001;0.305;0.0001
2017-01-05 13:00:00+00:00;0.0000481;0;8.36E-05;0.000185;0.000114155;0.613652635;0.959809639;0.344;0.532437078;0.208239948;0.0001;0.302;0.0001
2017-01-05 14:00:00+00:00;0.0000498;0;8.15E-05;1.99E-04;0.000114155;0.592889768;0.97029457;0.32;0.556063356;0.208917152;0.0001;0.147;0.0001
2017-01-05 15:00:00+00:00;0.00005;0;7.93E-05;2.16E-04;0.000114155;0.507931334;0.964636027;0.319;0.555668644;0.425283536;0.0001;0.085;0.0001
2017-01-05 16:00:00+00:00;0.0000501;0;7.76E-05;2.24E-04;0.000114155;0.40787612;0.954969498;0.303;0.616411864;0.425283536;0.0001;0.058;0.0001
2017-01-05 17:00:00+00:00;0.0000509;0;7.55E-05;1.98E-04;0.000114155;0.263913118;0.9137872;0.195;0.58467991;0.737135557;0.0001;0.016;0.0001
2017-01-05 18:00:00+00:00;0.0000558;0;7.38E-05;1.37E-04;0.000114155;0.107226445;0.844705308;0.109;0.793002789;0.88510443;0.0001;0;0.0001
2017-01-05 19:00:00+00:00;0.0000673;0;7.21E-05;9.07E-05;0.000114155;0.004791768;0.784140168;0.12;0.784798436;0.891199258;0.0001;0;0.0001
2017-01-05 20:00:00+00:00;0.0000666;0;7.04E-05;6.33E-05;0.000114155;0;0.758627302;0.139;0.751318477;0.880025406;0.0001;0;0.0001
2017-01-05 21:00:00+00:00;0.0000616;0;6.92E-05;4.11E-05;0.000114155;0;0.717536365;0.156;0.663608032;0.877993798;0.0001;0;0.0001
2017-01-05 22:00:00+00:00;5.68E-05;0;6.79E-05;2.46E-05;0.000114155;0;0.661322385;0.183;0.595633144;0.344357768;0.0001;0;0.0001
2017-01-05 23:00:00+00:00;5.16E-05;0;6.66E-05;8.08E-06;0.000114155;0;0.603482018;0.191;0.572429769;0.227201635;0.0001;0;0.0001
2017-01-06 00:00:00+00:00;4.84E-05;0;6.53E-05;6.77E-06;0.000114155;0;0.526627111;0.19;0.272632595;0.213318972;0.0001;0;0.0001
2017-01-06 01:00:00+00:00;4.56E-05;0;6.45E-05;0.00000375;0.000114155;0;0.494670908;0.173;0.321788222;0.212980371;0.0001;0;0.0001
2017-01-06 02:00:00+00:00;4.47E-05;0;6.36E-05;0.00000238;0.000114155;0;0.469828013;0.156;0.298880881;0.223815619;0.0001;0;0.0001
2017-01-06 03:00:00+00:00;4.41E-05;0;6.28E-05;0.0000083;0.000114155;0;0.41887353;0.146;0.304900226;0.208917152;0.0001;0;0.0001
2017-01-06 04:00:00+00:00;4.42E-05;0;6.24E-05;0.0000249;0.000114155;0;0.41857833;0.13;0.33907093;0.212303167;0.0001;0;0.0001
2017-01-06 05:00:00+00:00;4.20E-05;0;6.19E-05;0.0000693;0.000114155;0;0.411566583;0.106;0.415447528;0.211964566;0.0001;0;0.0001
2017-01-06 06:00:00+00:00;3.74E-05;0;6.19E-05;0.000143;0.000114155;2.34644E-05;0.380714855;0.049;0.366658416;0.209932956;0.0001;0.002;0.0001
2017-01-06 07:00:00+00:00;0.0000406;0;6.15E-05;0.00019;0.000114155;0.046290797;0.362119023;0.064;0.423835139;0.250903743;0.0001;0.024;0.0001
2017-01-06 08:00:00+00:00;0.000047;0;6.19E-05;0.000168;0.000114155;0.171773292;0.402160725;0.091;0.479729049;0.252935353;0.0001;0.09;0.0001
2017-01-06 09:00:00+00:00;0.000051;0;6.19E-05;0.000165;0.000114155;0.308897464;0.441505127;0.115;0.506611694;0.255644164;0.0001;0.218;0.0001
2017-01-06 10:00:00+00:00;0.0000531;0;6.28E-05;0.000179;0.000114155;0.413078451;0.476094777;0.161;0.472877991;0.255305563;0.0001;0.34;0.0001
2017-01-06 11:00:00+00:00;0.0000537;0;6.32E-05;0.000196;0.000114155;0.504840029;0.534664585;0.21;0.479517597;0.24616332;0.0001;0.353;0.0001
2017-01-06 12:00:00+00:00;0.0000522;0;6.41E-05;0.000195;0.000114155;0.448505222;0.550316278;0.238;0.441075555;0.258691578;0.0001;0.331;0.0001
2017-01-06 13:00:00+00:00;0.0000518;0;6.49E-05;0.000185;0.000114155;0.499910469;0.541540187;0.233;0.4901607;0.255644164;0.0001;0.249;0.0001
2017-01-06 14:00:00+00:00;0.0000534;0;6.58E-05;1.99E-04;0.000114155;0.465569573;0.468844909;0.215;0.515986082;0.246840524;0.0001;0.239;0.0001
2017-01-06 15:00:00+00:00;0.0000537;0;6.70E-05;2.16E-04;0.000114155;0.441760814;0.45242815;0.195;0.479729049;0.24582472;0.0001;0.166;0.0001
2017-01-06 16:00:00+00:00;0.0000535;0;6.83E-05;2.24E-04;0.000114155;0.291096173;0.377994137;0.139;0.481462958;0.467270129;0.0001;0.088;0.0001
2017-01-06 17:00:00+00:00;0.0000536;0;6.96E-05;1.98E-04;0.000114155;0.211976609;0.310423237;0.069;0.544081054;0.76185347;0.0001;0.018;0.0001
2017-01-06 18:00:00+00:00;0.000054;0;7.13E-05;1.37E-04;0.000114155;0.084237944;0.221464845;0.047;0.70047123;0.650114961;0.0001;0;0.0001
2017-01-06 19:00:00+00:00;0.0000671;0;7.26E-05;9.07E-05;0.000114155;0.005450453;0.268398179;0.032;0.6983849;0.888151844;0.0001;0;0.0001
2017-01-06 20:00:00+00:00;0.0000663;0;7.43E-05;6.33E-05;0.000114155;0;0.339728793;0.034;0.606459506;0.888490446;0.0001;0;0.0001
2017-01-06 21:00:00+00:00;6.17E-05;0;7.59E-05;4.11E-05;0.000114155;0;0.391024172;0.06;0.493332485;0.854291691;0.0001;0;0.0001
2017-01-06 22:00:00+00:00;5.64E-05;0;7.76E-05;2.46E-05;0.000114155;0;0.381665924;0.094;0.378147328;0.33589273;0.0001;0;0.0001
2017-01-06 23:00:00+00:00;5.27E-05;0;7.93E-05;8.08E-06;0.000114155;0;0.377177556;0.109;0.430418356;0.207901347;0.0001;0;0.0001
2017-01-07 00:00:00+00:00;5.00E-05;0;8.15E-05;6.77E-06;0.000114155;0;0.378446744;0.106;0.312991804;0.181490427;0.0001;0;0.0001
2017-01-07 01:00:00+00:00;4.79E-05;0;8.32E-05;0.00000375;0.000114155;0;0.419287234;0.094;0.287293291;0.181151825;0.0001;0;0.0001
2017-01-07 02:00:00+00:00;4.67E-05;0;8.53E-05;0.00000238;0.000114155;0;0.4771171;0.091;0.254856498;0.181829028;0.0001;0;0.0001
2017-01-07 03:00:00+00:00;4.59E-05;0;8.70E-05;0.0000083;0.000114155;0;0.563580379;0.094;0.250134062;0.189616863;0.0001;0;0.0001
2017-01-07 04:00:00+00:00;4.59E-05;0;8.91E-05;0.0000249;0.000114155;0;0.64619494;0.096;0.298218331;0.215011979;0.0001;0;0.0001
2017-01-07 05:00:00+00:00;4.44E-05;0;9.08E-05;0.0000693;0.000114155;0;0.703236653;0.096;0.359821456;0.216704986;0.0001;0;0.0001
2017-01-07 06:00:00+00:00;3.96E-05;0;9.29E-05;0.000143;0.000114155;1.15E-07;0.59978123;0.024;0.399687277;0.219075198;0.0001;0.001;0.0001
2017-01-07 07:00:00+00:00;0.0000423;0;9.46E-05;0.00019;0.000114155;0.018566787;0.608347502;0.009;0.504031975;0.252935353;0.0001;0.016;0.0001
2017-01-07 08:00:00+00:00;0.0000481;0;9.67E-05;0.000168;0.000114155;0.086644252;0.666861422;0.048;0.499859315;0.255305563;0.0001;0.039;0.0001
2017-01-07 09:00:00+00:00;0.0000513;0;9.84E-05;0.000165;0.000114155;0.164872132;0.693840256;0.111;0.500846094;0.254289758;0.0001;0.053;0.0001
2017-01-07 10:00:00+00:00;0.0000532;0;0.000100558;0.000179;0.000114155;0.232185291;0.623598171;0.162;0.489554535;0.223815619;0.0001;0.042;0.0001
2017-01-07 11:00:00+00:00;0.0000561;0;0.000102255;0.000196;0.000114155;0.345355677;0.534902838;0.207;0.473667414;0.219413799;0.0001;0.038;0.0001
2017-01-07 12:00:00+00:00;0.0000548;0;0.000103953;0.000195;0.000114155;0.42816987;0.512404505;0.245;0.384519094;0.195034488;0.0001;0.047;0.0001
2017-01-07 13:00:00+00:00;0.000057;0;0.00010565;0.000185;0.000114155;0.465269182;0.521540416;0.266;0.428092379;0.213657572;0.0001;0.048;0.0001
2017-01-07 14:00:00+00:00;0.0000605;0;0.000107347;1.99E-04;0.000114155;0.49002327;0.555718233;0.27;0.435577794;0.23498947;0.0001;0.025;0.0001
2017-01-07 15:00:00+00:00;0.000062;0;0.000109468;2.16E-04;0.000114155;0.442275031;0.55644923;0.272;0.465096544;0.231603455;0.0001;0.013;0.0001
2017-01-07 16:00:00+00:00;0.000061;0;0.000111166;2.24E-04;0.000114155;0.36990417;0.492750171;0.262;0.480462084;0.471333347;0.0001;0.007;0.0001
2017-01-07 17:00:00+00:00;0.0000585;0;0.000112863;1.98E-04;0.000114155;0.238744875;0.375429376;0.221;0.530985104;0.736119752;0.0001;0.002;0.0001
2017-01-07 18:00:00+00:00;0.0000584;0;0.00011456;1.37E-04;0.000114155;0.101269696;0.285111562;0.213;0.721094885;0.892553664;0.0001;0;0.0001
2017-01-07 19:00:00+00:00;0.000075;0;0.000115833;9.07E-05;0.000114155;0.004992276;0.255290544;0.273;0.728086911;0.884427226;0.0001;0;0.0001
2017-01-07 20:00:00+00:00;7.70E-05;0;0.00011753;6.33E-05;0.000114155;0;0.240032688;0.29;0.622219756;0.885781633;0.0001;0;0.0001
